pmid,pmcid,nihmsid,nctid,pub_title,authors,authors_lnames,authors_initials,authors_affil,pub_date,journal_short,journal_full,pubmed_tags,pmc_status
29141852,5809285,919059,,Collagen Alignment as a Predictor of Recurrence after Ductal Carcinoma <i>In Situ</i>.,"Matthew W Conklin, Ronald E Gangnon, Brian L Sprague, Lisa Van Gemert, John M Hampton, Kevin W Eliceiri, Jeremy S Bredfeldt, Yuming Liu, Nuntida Surachaicharn, Polly A Newcomb, Andreas Friedl, Patricia J Keely, Amy Trentham-Dietz","Conklin, Gangnon, Sprague, Van Gemert, Hampton, Eliceiri, Bredfeldt, Liu, Surachaicharn, Newcomb, Friedl, Keely, Trentham-Dietz","MW, RE, BL, L, JM, KW, JS, Y, N, PA, A, PJ, A","Department of Cell and Regenerative Biology, University of Wisconsin-Madison, Madison, Wisconsin., Carbone Cancer Center, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Department of Surgery, University of Vermont, Burlington, Vermont., Department of Pathology and Laboratory Medicine, University of Wisconsin-Madison, Madison, Wisconsin., Carbone Cancer Center, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Carbone Cancer Center, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., Laboratory for Optical and Computational Instrumentation, University of Wisconsin-Madison, Madison, Wisconsin., Laboratory for Optical and Computational Instrumentation, University of Wisconsin-Madison, Madison, Wisconsin., Department of Cell and Regenerative Biology, University of Wisconsin-Madison, Madison, Wisconsin., Fred Hutchinson Cancer Research Center, Seattle, Washington., Carbone Cancer Center, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin., , Carbone Cancer Center, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, Wisconsin. trentham@wisc.edu.",2018-02-01,Cancer Epidemiol. Biomarkers Prev.,"Cancer epidemiology, biomarkers &amp; prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",UL1 TR000427,1
24009982,3760434,454591,,Physician Interactions with Electronic Health Records in Primary Care.,"Enid Montague, Onur Asan","Montague, Asan","E, O","Department of Industrial and Systems Engineering, University of Wisconsin - Madison, Madison, Wisconsin, USA., ",2012-12-01,Health Syst (Basingstoke),"Health systems (Basingstoke, England)","UL1 RR025011, UL1 TR000427",1
22927700,3773951,449804,,Preparing heart and mind following prenatal diagnosis of complex congenital heart defect.,"Anne Chevalier McKechnie, Karen Pridham","McKechnie, Pridham","AC, K","University of Wisconsin-Madison, School of Nursing, Madison, Wisconsin 53792-2455, USA. amckechnie@wisc.edu, ",2012-12-01,Qual Health Res,Qualitative health research,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
22241742,3608395,449326,,The impact of ageing and sex on the association between sleepiness and sleep disordered breathing.,"Mary J Morrell, Laurel Finn, Alison McMillan, Paul E Peppard","Morrell, Finn, McMillan, Peppard","MJ, L, A, PE","Academic Unit of Sleep and Ventilation, Royal Brompton Hospital, Sydney Street, London, SW3 6NP, UK. m.morrell@imperial.ac.uk, , , ",2012-08-01,Eur. Respir. J.,The European respiratory journal,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
20708654,3028588,260952,,Validating cancer drug targets through chemical genetics.,"Mark E Burkard, Prasad V Jallepalli","Burkard, Jallepalli","ME, PV","University of Wisconsin Carbone Cancer Center and Department of Medicine, University of Wisconsin, Madison, WI 53792, USA. mburkard@wisc.edu, ",2010-12-01,Biochim. Biophys. Acta,Biochimica et biophysica acta,"UL1 RR025011-01, UL1 RR025011",1
25703193,4387869,671618,,Cytochrome P450 1B1: An unexpected modulator of liver fatty acid homeostasis.,"Michele Campaigne Larsen, Justin R Bushkofsky, Tyler Gorman, Vaqar Adhami, Hasan Mukhtar, Suqing Wang, Scott B Reeder, Nader Sheibani, Colin R Jefcoate","Larsen, Bushkofsky, Gorman, Adhami, Mukhtar, Wang, Reeder, Sheibani, Jefcoate","MC, JR, T, V, H, S, SB, N, CR","Department of Cell and Regenerative Biology, University of Wisconsin, Madison, WI 53706, United States., Molecular and Environmental Toxicology Center, University of Wisconsin, Madison, WI 53706, United States; Endocrinology and Reproductive Physiology Program, University of Wisconsin, Madison, WI 53706, United States., Department of Cell and Regenerative Biology, University of Wisconsin, Madison, WI 53706, United States., Department of Dermatology, University of Wisconsin, Madison, WI 53706, United States., Department of Dermatology, University of Wisconsin, Madison, WI 53706, United States., Department of Cell and Regenerative Biology, University of Wisconsin, Madison, WI 53706, United States., Department of Radiology, University of Wisconsin, Madison, WI 53706, United States; Department of Medical Physics, University of Wisconsin, Madison, WI 53706, United States; Department of Biomedical Engineering, University of Wisconsin, Madison, WI 53706, United States; Department of Medicine, University of Wisconsin, Madison, WI 53706, United States; Department of Emergency Medicine, University of Wisconsin, Madison, WI 53706, United States., Department of Ophthalmology and Visual Sciences, University of Wisconsin, Madison, WI 53706, United States., Department of Cell and Regenerative Biology, University of Wisconsin, Madison, WI 53706, United States; Molecular and Environmental Toxicology Center, University of Wisconsin, Madison, WI 53706, United States; Endocrinology and Reproductive Physiology Program, University of Wisconsin, Madison, WI 53706, United States. Electronic address: jefcoate@wisc.edu.",2015-04-01,Arch. Biochem. Biophys.,Archives of biochemistry and biophysics,UL1 TR000427,1
29777402,6475883,969230,NCT02171078,A National Study of the Use of Asymptomatic Systemic Imaging for Surveillance Following Breast Cancer Treatment (AFT-01).,"Jessica R Schumacher, Heather B Neuman, George J Chang, Benjamin D Kozower, Stephen B Edge, Menggang Yu, David J Vanness, Yajuan Si, Elizabeth A Jacobs, Amanda B Francescatti, Patricia A Spears, Jeffrey Havlena, Taiwo Adesoye, Daniel McKellar, David Winchester, Elizabeth S Burnside, Caprice C Greenberg, Karla Ballman","Schumacher, Neuman, Chang, Kozower, Edge, Yu, Vanness, Si, Jacobs, Francescatti, Spears, Havlena, Adesoye, McKellar, Winchester, Burnside, Greenberg, Ballman","JR, HB, GJ, BD, SB, M, DJ, Y, EA, AB, PA, J, T, D, D, ES, CC, K","Wisconsin Surgical Outcomes Research Program, Department of Surgery, University of Wisconsin-Madison, Madison, WI, USA., Wisconsin Surgical Outcomes Research Program, Department of Surgery, University of Wisconsin-Madison, Madison, WI, USA., Department of Surgical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA., Department of Surgery, Washington University School of Medicine in St. Louis, St. Louis, MO, USA., Department of Surgical Oncology, Roswell Park Cancer Institute, Buffalo, NY, USA., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Madison, WI, USA., Department of Population Health Sciences, University of Wisconsin-Madison, Madison, WI, USA., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Madison, WI, USA., Department of Medicine, University of Wisconsin-Madison, Madison, WI, USA., American College of Surgeons, Commission on Cancer, Chicago, IL, USA., Department of Population Health and Pathobiology, North Carolina State University, Raleigh, NC, USA., Wisconsin Surgical Outcomes Research Program, Department of Surgery, University of Wisconsin-Madison, Madison, WI, USA., Wisconsin Surgical Outcomes Research Program, Department of Surgery, University of Wisconsin-Madison, Madison, WI, USA., American College of Surgeons, Commission on Cancer, Chicago, IL, USA., American College of Surgeons, Commission on Cancer, Chicago, IL, USA., Department of Radiology, University of Wisconsin-Madison, Madison, WI, USA., Wisconsin Surgical Outcomes Research Program, Department of Surgery, University of Wisconsin-Madison, Madison, WI, USA. greenberg@surgery.wisc.edu., ",2018-09-01,Ann. Surg. Oncol.,Annals of surgical oncology,UL1 TR000427,1
20024045,2882440,185749,,An automated microdroplet passive pumping platform for high-speed and packeted microfluidic flow applications.,"Pedro J Resto, Brian J Mogen, Erwin Berthier, Justin C Williams","Resto, Mogen, Berthier, Williams","PJ, BJ, E, JC","Materials Science Program, University of Wisconsin, Madison, WI 53706, USA. presto@wisc.edu, , , ",2010-01-07,Lab Chip,Lab on a chip,"UL1 RR025011, UL1 RR025011-01",1
24213610,3920126,,,Cyclooxygenase-derived vasoconstriction restrains hypoxia-mediated cerebral vasodilation in young adults with metabolic syndrome.,"John W Harrell, William G Schrage","Harrell, Schrage","JW, WG","Bruno Balke Biodynamics Laboratory, Department of Kinesiology, University of Wisconsin-Madison, Madison, Wisconsin., ",2014-01-15,Am. J. Physiol. Heart Circ. Physiol.,American journal of physiology. Heart and circulatory physiology,UL1 TR000427,1
23596052,3732566,454288,,"Effect of flip angle on the accuracy and repeatability of hepatic proton density fat fraction estimation by complex data-based, T1-independent, T2*-corrected, spectrum-modeled MRI.","Benjamin L Johnson, Michael E Schroeder, Tanya Wolfson, Anthony C Gamst, Gavin Hamilton, Masoud Shiehmorteza, Rohit Loomba, Jeffrey B Schwimmer, Scott Reeder, Michael S Middleton, Claude B Sirlin","Johnson, Schroeder, Wolfson, Gamst, Hamilton, Shiehmorteza, Loomba, Schwimmer, Reeder, Middleton, Sirlin","BL, ME, T, AC, G, M, R, JB, S, MS, CB","Liver Imaging Group (LIG), Department of Radiology, University of California at San Diego, San Diego, California, USA., , , , , , , , , , ",2014-02-01,J Magn Reson Imaging,Journal of magnetic resonance imaging : JMRI,UL1 TR000427,1
24773147,4273669,646119,,Circulating cortisol levels after exogenous cortisol administration are higher in women using hormonal contraceptives: data from two preliminary studies.,"Allison E Gaffey, Michelle M Wirth, Roxanne M Hoks, Allison L Jahn, Heather C Abercrombie","Gaffey, Wirth, Hoks, Jahn, Abercrombie","AE, MM, RM, AL, HC","Department of Psychology, University of Notre Dame , Notre Dame, IN , USA ., , , , ",2014-07-01,Stress,"Stress (Amsterdam, Netherlands)","UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
26430534,4584438,,,A conceptual model for translating omic data into clinical action.,"Timothy M Herr, Suzette J Bielinski, Erwin Bottinger, Ariel Brautbar, Murray Brilliant, Christopher G Chute, Joshua Denny, Robert R Freimuth, Andrea Hartzler, Joseph Kannry, Isaac S Kohane, Iftikhar J Kullo, Simon Lin, Jyotishman Pathak, Peggy Peissig, Jill Pulley, James Ralston, Luke Rasmussen, Dan Roden, Gerard Tromp, Marc S Williams, Justin Starren","Herr, Bielinski, Bottinger, Brautbar, Brilliant, Chute, Denny, Freimuth, Hartzler, Kannry, Kohane, Kullo, Lin, Pathak, Peissig, Pulley, Ralston, Rasmussen, Roden, Tromp, Williams, Starren","TM, SJ, E, A, M, CG, J, RR, A, J, IS, IJ, S, J, P, J, J, L, D, G, MS, J","Department of Preventive Medicine, Division of Health and Biomedical Informatics, Northwestern University Feinberg School of Medicine, Chicago, Illinois, USA., Department of Health Sciences Research, Mayo Clinic, Rochester, Minnesota, USA., The Charles Bronfman Institute for Personalized Medicine, Icahn School of Medicine, Mount Sinai, New York, USA., Division of Genetics and Endocrinology, Cook Children's Medical Center, Fort Worth, Texas, USA., Center for Human Genetics, Marshfield Clinic Research Foundation, Marshfield, Wisconsin, USA., Division of General Internal Medicine, Johns Hopkins University, Baltimore, Maryland, USA., Department of Biomedical Informatics, Vanderbilt University, Nashville, Tennessee, USA., Department of Health Sciences Research, Mayo Clinic, Rochester, Minnesota, USA., Group Health Research Institute, Seattle, Washington, USA., Icahn School of Medicine, Mount Sinai, New York, USA., Center for Biomedical Informatics, Harvard Medical School, Boston, Massachusetts, USA., Division of Cardiovascular Diseases, Mayo Clinic, Rochester, Minnesota, USA., Nationwide Children's Hospital, Columbus, Ohio, USA., Department of Health Sciences Research, Mayo Clinic, Rochester, Minnesota, USA., Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, Marshfield, Wisconsin, USA., Vanderbilt University School of Medicine, Nashville, Tennessee, USA., Group Health Research Institute, Seattle, Washington, USA., Department of Preventive Medicine, Division of Health and Biomedical Informatics, Northwestern University Feinberg School of Medicine, Chicago, Illinois, USA., Vanderbilt University School of Medicine, Nashville, Tennessee, USA., Weis Center for Research, Danville, Pennsylvania, USA., Genomic Medicine Institute, Geisinger Health System, Danville, Pennsylvania, USA., Department of Preventive Medicine, Division of Health and Biomedical Informatics, Northwestern University Feinberg School of Medicine, Chicago, Illinois, USA.",2015-01-01,J Pathol Inform,Journal of pathology informatics,UL1 TR000427,1
26346875,4563221,,,Biological and steroid use in relationship to quality measures in older patients with inflammatory bowel disease: a US Medicare cohort study.,"Sophia L Johnson, Christie M Bartels, Mari Palta, Carolyn T Thorpe, Jennifer M Weiss, Maureen A Smith","Johnson, Bartels, Palta, Thorpe, Weiss, Smith","SL, CM, M, CT, JM, MA","Pharmaceutical Health Services Research Department, University of Maryland School of Pharmacy, Baltimore, Maryland, USA., Department of Medicine, Rheumatology Division, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA Department of Biostatistics &amp; Medical Informatics, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA., Center for Health Equity Research and Promotion, Veterans Affairs Pittsburgh Medical Center, Pittsburgh, Pennsylvania, USA Department of Pharmacy and Therapeutics, University of Pittsburgh School of Pharmacy, Pittsburgh, Pennsylvania, USA., Department of Medicine, Division of Gastroenterology and Hepatology, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA Department of Family Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA.",2015-09-07,BMJ Open,BMJ open,UL1 TR000427,1
20180767,2891873,177997,,Imaging of Abdominal Aortic Aneurysm: the present and the future.,"Hao Hong, Yunan Yang, Bo Liu, Weibo Cai","Hong, Yang, Liu, Cai","H, Y, B, W","Department of Radiology, School of Medicine and Public Health, University of Wisconsin - Madison, Madison, WI 53705-2275, USA., , , ",2010-11-01,Curr Vasc Pharmacol,Current vascular pharmacology,"UL1 RR025011, 1UL1RR025011",1
19879073,2847403,174167,,Cognitive benefits of hormone therapy: cardiovascular factors and healthy-user bias.,"Whitney Wharton, Maritza Dowling, Christine M Khosropour, Cynthia Carlsson, Sanjay Asthana, Carey E Gleason","Wharton, Dowling, Khosropour, Carlsson, Asthana, Gleason","W, M, CM, C, S, CE","School of Medicine and Public Health, University of Wisconsin, Madison, WI 53705, USA. wlwharto@medicine.wisc.edu, , , , , ",2009-11-20,Maturitas,Maturitas,"UL1 RR025011, 1UL1RR025011",1
20042558,2800288,,,Analysis of guidelines for screening diabetes mellitus in an ambulatory population.,"Ann M Sheehy, Grace E Flood, Wen-Jan Tuan, Jinn-ing Liou, Douglas B Coursin, Maureen A Smith","Sheehy, Flood, Tuan, Liou, Coursin, Smith","AM, GE, WJ, JI, DB, MA","Department of Medicine, University of Wisconsin School of Medicine and Public Health, 600 Highland Ave, H6/169, Madison, WI 53792, USA. asr@medicine.wisc.edu, , , , , ",2010-01-01,Mayo Clin. Proc.,Mayo Clinic proceedings,"UL1 RR025011, 1UL1RR025011",1
